SKU;Artículo;UMedida
141767;CHASIS PARA TUBO LED 2X18W POLICARBONATO SYLVANIA P28068-36;Uni
141580;BANCO METALICO PARA MECANICO TR6301A;Uni
149244;CABLE DE EMERGENCIA PARA CARRO 500AMP GOOD YEAR 991-90142328;Uni
149278;PORTA CELULAR PARA MOTO KRG-008;Uni
149301;TUERCA PARA LLANTA DE CARRO 14X1.5 436-0017;Uni
149344;PORTA CELULAR MAGNETICO PARA CARRO LF-3837;Uni
149345;PORTA VASO EXPANDIBLE LF-3814;Uni
149353;PROBADOR DE CORRIENTE LF-3600;Uni
149385;CABLE DE EMERGENCIA PARA CAROO 600AMP 2.5 m;Uni
149386;TUERCA PARA LLANTA DE CARRO 12MX1.50;JGO
149387;TUERCA PARA LLANTA DE CARRO 12X1.25;JGO
149461;ESCUADRA PARA REPISA REFORZADO 29.5 cm BLANCO;Uni
149462;ESCUADRA PARA REPISA REFORZADO 29.5 cm NEGRO;Uni
149463;SOPORTE PARA REPISA COLONIAL 20 cm BLANCO;Uni
149464;SOPORTE PARA REPISA COLONIAL 20 cm NEGRO;Uni
149510;PROMOCION CORONA MILENIUM 2DA CUBETA -50%;Uni
149528;SEMILLA CEBOLLA MORADA DE AMPOSTA;Uni
149529;SEMILLA DE RUCULA;Uni
149495;LAMPARA DE CABEZA RECARGABLE NEGRA 400 LM BID 329;Uni
149496;LAMPARA DE CABEZA NEGRA 3AAA 100-150LM BID-309C;Uni
149497;LAMPARA PARA CAMPING RECARGABLE ROJA 180 LM BID 310C;Uni
149502;LAMPARA DE TRABAJO LED NEGRA DE HULE 2AA 200LM BID 521;Uni
149503;LAMPARA DE MANO LED AZUL/NEGRA DE HULE 2AA 150 LM BID 2320C;Uni
149504;LAMPARA DE MANO LED AZUL/NEGRA DE HULE 2D 180LM BID 2321C;Uni
149505;LAMPARA DE MANO LED ALUMINIO NEGRA 2AA 180LM BID 667/613;Uni
149547;CARTUCHO TONER 258X;Uni
149552;RPTO MILWAUKEE BLOCK CONECTOR & PCBA P/2787-20 22-09-0022;Uni
149561;"BANDEJA PLASTICA PROFESIONAL PARA RODILLO 9"" (22.86 cm) BYP CPR9";Uni
149569;CARRETILLA 4 FT3 RUEDA DE HULE IMACASA 10315;Uni
149570;CARRETILLA DE CONSTRUCCION 6FT (0.17 m3) IMACASA TOLVA PLASTICA;Uni
149577;"MACHETE PULIDO 22"" CLASSIC 284 IMACASA 12250";Uni
149578;"MACHETE PULIDO 22"" CLASSIC 284 IMACASA 12243";Uni
149579;"MACHETE PULIDO 24"" (60.96 cm) CLASSIC 284 IMACASA 12251";Uni
149580;"MACHETE PULIDO 24"" CLASSIC 284 IMACASA 12244";Uni
149589;PIOCHA 2.3 kg CON MANGO DE MADERA IMACASA 13604;Uni
149614;CERRADURA PRINCIPAL SAN CLEMENTE US514 KWIKSET 98180-020 LL/M;Uni
149694;RPTO MILWAUKEE MODULO ELECTRONICO PARA 2645-20 14-20-2715 ;Uni
149722;PERCOLADORA DE ALUMINIO 100 TAZAS WESTBEND 33600;Uni
149746;ROTULO PELIGRO 20X30 cm;Uni
149769;LLAVE PARA FREGADERO AL PISO CROMADA LAINZ PFISTER;Uni
149789;DISPENSADOR PARA JABON GEL 1000ML BLANCO TORK 560000;Uni
149796;CASCO BLANCO CURRO CLIMAX PARA TRABAJO EN ALTURA;Uni
149803;TELEFONO INALAMBRICO BASE + EXTENSION BLACK VTECH CS6114-2;JGO
149805;LAMPARA DE ESTACA SOLAR NEGRA 26078;Uni
149806;"ALFOMBRA 18X30"" SANTORINI TILE AP-730-4005F";Uni
149854;PINTURA ESMALTE NEGRO 1 gal (3.78 L);Uni
149855;PINTURA ESMALTE ALUMINIO 1 gal (3.78 L);Uni
149871;GAS REFRIGERANTE R410A 11.3 kg;Uni
149530;SEMILLA PETUNIA COMPACTA ENANA VARIADA;Uni
149538;SEMILLA AVE DEL PARAISO;Uni
149545;SEMILLA DE SANDIA SUGAR BABY ;Uni
149572;PALA ESPADON MANGO CORTO CLASSIC IMACASA 13406;Uni
149585;PALA PUNTA REDONDA MANGO CORTO ECONO IMACASA 13336;Uni
149587;PALA PUNTA REDONDA MANGO LARGO IMACASA 11411;Uni
149595;RECOGEDOR DE FRUTA IMACASA 10845;Uni
149597;HERRAMIENTA PARA JARDIN CUCHARA IMACASA 1960165;Uni
149602;"SERRUCHO DE ARCO PARA PODAR 21"" (53.34 cm) IMACASA 13772";Uni
149604;SET RPTO PARA CARRETILLA DE 4.0 IMACASA 19901;JGO
149610;HERRAMIENTA PARA JARDIN TRANSPLANTADOR IMACASA 11634;Uni
149613;CERROJO DOWNTOWN KWIKSET US514 92580-022 LL/M;Uni
149678;"VALVULA AUTOMATICA PARA FILTRACION PE470F 1"" (25.4 mm)";Uni
149687;TECLE DE PALANCA 3/4 TON (750 kg) X 1.5 m;Uni
149688;TECLE DE PALANCA 1 TON (1000 kg) X 1.5 m;Uni
149689;TECLE DE PALANCA 1.1/2 TON (1500 kg) X 1.5 m;Uni
149764;VALVULA PARA DUCHA MONOMANDO CROMADA AGUA FRIA LAINZ PFISTER;Uni
149794;MOSQUETON DE SEGURIDAD CLIMAX KH;Uni
149795;MOSQUETON DE SEGURIDAD CLIMAX KH ALUMINIO;Uni
149797;DESLIZADOR PARA CUERDA CLIMAX A.D.A. 14;Uni
149872;"VALVULA FLIPPEN 1/2"" (12.70 mm) COMPLETA";Uni
149873;"VALVULA FLIPPEN 3/4"" (19.05 mm) COMPLETA";Uni
149878;"VALVULA FLIPPEN 3"" (76.2 mm) COMPLETA";Uni
150056;"CANDELABRO 6.5"" RESINA NAVY MT23662-NAVY";Uni
150364;LIMPIADOR ACERO INOXIDABLE ATOMIZADOR 22OZ WEIMAN 108ª;Uni
150365;TOALLITAS LIMPIADORES PARA ACERO INOXIDABLE WEIMAN 92 S/30;Uni
150406;CHUZO HUIZUTE 63.5 mm CON MANGO MADERA IMACASA 10644;Uni
150471;PEGAMENTO DE CONTACTO FORMICA 1/16 gal (236.58 mL) TORO VERDE;Uni
150472;PEGAMENTO DE CONTACTO FORMICA 1/8 gal (0.473 L) TORO VERDE;Uni
150473;PEGAMENTO DE CONTACTO CALZADO 1/48 gal (78.86 mL) TORO NARANJA;Uni
150474;PEGAMENTO DE CONTACTO CALZADO 1/32 gal (118.29 mL) TORO NARANJA;Uni
149880;"RODILLO PARA EPOXICOS 9"" (22.86 cm) FMOH";Uni
149886;SOPORTE PARA BATERIA DE CARRO RACING UNIVERSAL AC93311;Uni
149945;BANDEJA NAVIDEÑA COPOS DE NIEVE Y6204;Uni
149961;BOWL NAVIDEÑO SANTA CHIMENEA Y7790;Uni
149969;"RODILLO PARA PINTAR 9""X3/4"" (22.86 cm x 19.05 mm) MICROFIBRA FAN29";Uni
150107;ADORNO NAVIDEÑO 30.48 cm/35.56 cm VENADO MTX63634 SURT/2;Uni
150145;"CRICO CURVO 10"" (25.4 cm) GOODYEAR 991-10";Uni
150147;"CRICO CURVO 13"" (33.02 cm) GOODYEAR 991-90141919";Uni
150148;"CRICO CURVO 14"" (35.56 cm) GOODYEAR 991-90132103";Uni
150154;"CRICO CURVO 22"" (55.88 cm) GOODYEAR 991-90132107";Uni
150155;"CRICO CURVO 26"" (66.04 cm) GOODYEAR 991-90132109";Uni
150164;ESTUCHE IMPERMEABLE PARA CELULAR GOODYEAR 991-91775;Uni
150274;PANEL LED DIMEABLE 2X4' (61 cm x 1.21 m) 30W/40W/50W 4K/5K/65K UL 50KHRS 120-277V;Uni
150494;PORTA PAELLAERA 30CM TREBEDE FORJA REDONDO 51003;Uni
150495;PORTA PAELLERA 40CM TREBEDE FORJA REDONDO 51004;Uni
150485;"VENTILADOR DE PARED 16"" (40.64 cm) BLANCO AMBIANCE FW40-F3";Uni
150486;"VENTILADOR DE PARED 16"" (40.64 cm) BLANCO CON CONT REM FW40-7JRC";Uni
150492;ENFRIADOR PORTATIL 15-20 m2 18 L AMBIANCE AC120-17ARW;Uni
150505;CANDADO DE HIERRO ACABADO LATON 50 mm FANAL V1-FH50-BL;Uni
150506;CANDADO DE HIERRO ACABADO LATON 38 mm ARCO LARGO FANAL V1-FH38-B-GL ;Uni
150538;CEPILLO PARA FONTANERO GASFIT 63829;Uni
150539;"CEPILLO CIRCULAR STRIP 4"" (101.6 mm) CON VASTAGO ABRASIVO 61180";Uni
150631;"ATORNILLADOR HEX 1/4"" (6.35 mm) 12V FUEL 2 BAT MILWAUKEE 2402-22";Uni
150697;"ESPATULA CALADA PARA COCINA 13.58"" BETTY CROCKER BC4058";Uni
150698;CUCHARON PARA COCINA PLASTICA 9.5X33 cm BETTY CROCKER BC4060;Uni
150814;MESA SALON DE CONFERENCIA PRINCIPAL;Uni
150834;CADENA DECORADA RECTA 2/0 722957;m
150831;"RODILLO PARA PINTAR 4"" (10.16 cm) MICROFIBRA FMR02 S/2";JGO
150906;LAMPARA LED 4-SPOT CON SENSOR DE MOVIMIENTO 20W SYLVANIA;Uni
150921;ROTULO BAÑOS 5X20 cm;Uni
150479;PEGAMENTO COLA BLANCA 1/4 gal (0.946 L) TORO;Uni
150480;PEGAMENTO COLA BLANCA 1 gal (3.78 L) TORO;Uni
150487;"VENTILADOR DE MESA 12"" (30.48 cm) BLANCO AMBIANCE FT30-16JB";Uni
150493;"VENTILADOR DE TECHO INDUSTRIAL 56"" (1.42 m) BLANCO AMBIANCE FC140-BA";Uni
150533;"CEPILLO PARA CALDERA NPT 1/4x2"" (6.35x50.8 mm) FAESIN 63451";Uni
150630;LAMPARA LED DE MANO PARA BUSQUEDA 18V S/BAT MILWAUKEE 2354-20;Uni
150632;BATERIA RECARGABLE 18V 3.0AH MILWAUKEE 48-11-1835 PROMO;Uni
150648;"CEPILLO/CANTEADOR 8"" (20.32 cm) FEMI PF 204 CYCLONE";Uni
150699;"CUCHARA PARA COCINA PLASTICA 2.75X13"" BETTY CROCKER BC4061";Uni
150700;"CUCHARA PARA SPAGHETTI PLASTICA 13.5"" BETTY CROCKER BC4062";Uni
00004;DESCUENTO A CLIENTES ESPECIALES;Uni
150807;FUENTE PARA LOGO 100-240V/24V 2.5A 6EP33326SB000AY SIEMENS;Uni
150830;ESPEJO PARA PARED 61X91.4 CM BORDE DORADO DS P1555-0007;Uni
150905;CANDADO DE COMBINACION 151 40 mm 11773;Uni
150930;PASACABLE ALUMINIO PARA MUEBLE BLANCO DF.8311;Uni
150991;LAMPARA DE TECHO E27 60W 17X20.7 cm BLANCA 26714B-WH;Uni
151164;CEPILLO INODORO SIN BASE IB;Uni
151165;CEPILLO INODORO CON BASE IB;Uni
151180;CINTURON PORTA HERRAMIENTAS 12 ESPACIOS BLACK JACK BJT241;Uni
151205;CUBIERTOS GEORGIA GLAD DS-GLD-79073 S/16;JGO
151439;"TUBO ESTRUCTURAL CUADRADO 1.1/4"" (31.75 mm) CHAPA 16 (1.5 mm) ACERO INOX";Uni
151440;"TUBO ESTRUCTURAL CUADRADO 1.1/2"" (38.1 mm) CHAPA 16 (1.5 mm) ACERO INOX";Uni
151441;"TUBO ESTRUCTURAL CUADRADO 2"" (50.8 mm) CHAPA 16 (1.50 mm) ACERO INOX ";Uni
151443;UTENSILIOS PARA BARBACOA DELUXE GE107 S/6;JGO
151457;BANDA ELASTICA PARA TOBILLO EN391;Uni
151481;BROCHAS PARA BARBACOA HT803 S/2;JGO
151490;JUGUETE PARA GATO LUZ LASER DI258;Uni
151532;SILLA CHAISE LOUNGE PLASTICA TIPO RATTAN CAFE;Uni
150922;ROTULO EMPUJE 5X20 cm;Uni
150923;ROTULO DAMAS 5X20 cm;Uni
150925;ROTULO PELIGRO CERCA ELECTRICA 20X30 cm;Uni
150931;SOPORTE PARA VIDRIO 12X100 mm DF.6260;Uni
150932;SOPORTE PARA VIDRIO 16X100 mm DF.6260;Uni
150933;SOPORTE PARA VIDRIO 19X100 mm DF.6260;Uni
150938;HALADERA 96 mm CARDENAS NEGRA BT.6175;Uni
150939;HALADERA 96 mm CARLOTA NEGRA BT.6132;Uni
150940;HALADERA 96 mm ALUMINIO MATE BT.3019;Uni
150941;HALADERA 128 mm ALUMINIO MATE BT.3019;Uni
150946;HALADERA 128 mm ACERO INOX ODEON BT.4703;Uni
150947;HALADERA 128 mm FLORENTINA CERAMIC NEGRA BT.5001;Uni
150948;HALADERA 96 mm DENVER CERAMIC NEGRA BT.5010;Uni
150949;HALADERA 96 mm FRANCESA PLASTICO BT.5704;Uni
150950;HALADERA 96 mm PLASTICA NEGRO BT.5703;Uni
151432;DEPOSITO PARA COMIDA CUADRADO FRIDGEMATE FGM43322 S/10;JGO
151433;DEPOSITO PARA COMIDA RECTANGULAR FRIDGEMATE FGM43324 S/10;JGO
151434;MOLDE PARA HIELO FRIDGEMATE FGM51140 S/2;JGO
151459;JUGUETE PARA PERRO FRIO DI623;Uni
151534;MUEBLE BISTRO PLASTICO TIPO RATTAN CAFE S/3;JGO
151542;EMPAQUE O RING LAMPARA UV PHILIPS 0.5GPM/1GPM;Uni
151543;EMPAQUE O RING LAMPARA UV PHILIPS 6GPM/12GPM/24GPM;Uni
151868;CONTROL REMOTO UNIVERSAL 3 FUNCIONES BLACK 34927;Uni
151869;CONTROL REMOTO UNIVERSAL 3 FUNCIONES SILVER 34928;Uni
151877;CILINDRO RECARGABLE PARA BARBACOA DE GAS 9 kg BERNZOMATIC 281247P;Uni
152117;"PLATO PARA SERVIR 16"" FORMA DE HOJA 69043";Uni
152126;"PLATO FORMA DE PESCADO 11.5"" BLANCO 65242 ";Uni
152161;JABONERA PARA BAÑO DROPLET 020162-1191;Uni
152166;JABONERA DE PLASTICO 14.60X10.16 cm BLANCO UMBRA 023837-660;Uni
169158;"SIERRA DE COPA DE CARBURO 7/8"" (22 mm) MILWAUKEE 49560409";Uni
169159;"SIERRA DE COPA DE CARBURO 1"" (25 mm) MILWAUKEE 49560413";Uni
168439;"BROCA DE TITANIO HEX 9/32"" (7.14 mm) MILWAUKEE 48894615";Uni
168441;"BROCA DE TITANIO 5/16"" (7.93 mm) RED HELIX MILWAUKEE 48-89-4617";Uni
168449;"BROCA DE TITANIO 7/16"" (11 mm) MILWAUKEE 48894625";Uni
168450;"BROCA DE TITANIO HEX 15/32"" (11.9 mm) MILWAUKEE 48894627";Uni
168473;C-RPTO MILWAUKEE CARBON PARA 6117-30, 6124-30 22182250;Uni
168816;DEPÓSITO PARA ALMACENAR ELECTRODO 4.5KG 120 °C TACTIX 591023;Uni
168817;DIFUSOR PARA ANTORCHA MIG TACTIX 591025;Uni
168818;ESCUADRA MAGNETICA 25 lb (11.33 kg) TACTIX 591027;Uni
168884;"TALADRO PERCUTOR 1/2"" (12.7 mm) 550W GSB 550 + 14 ACCESORIOS BOSCH";Uni
169027;"BROCA PARA SIERRA COPA 1/4""X4"" (6X102 mm) MILWAUKEE 49568000";Uni
169276;"ORGANIZADOR PLASTICO 5 ESPACIOS 7x1/2"" (177.8x12.7 mm) TACTIX 320002";Uni
169341;ORGANIZADOR PACKOUT MILWAUKEE 48228436;Uni
169667;ORGANIZADOR PLASTICO 29.5x31.5x5.7 cm TACTIX 320150;Uni
169695;"ORGANIZADOR PLASTICO 18 ESPACIOS 18x5/8"" (457.2x15.87 mm) TACTIX 320634";Uni
169160;"SIERRA DE COPA DE CARBURO 1-1/8"" (28 mm) MILWAUKEE 49560417";Uni
169161;"SIERRA DE COPA DE CARBURO 1-1/4"" (32 mm) MILWAUKEE 49560422";Uni
169166;"SIERRA DE COPA DE CARBURO 2-1/2"" (64 mm) MILWAUKEE 49560456";Uni
169167;"GUIA DE BROCA SIERRA COPA 1/4"" (6 mm) MILWAUKEE 49566950";Uni
169182;"CINCEL PLANO SDS-MAX 3"" (76 mm) MILWAUKEE 48624087";Uni
169252;DESTORNILLADOR 11 EN 1 MILWAUKEE 48222761;JGO
169261;"PRENSA DE BARRA 6"" (115 mm) IRWIN 1964717";Uni
169309;"NIVEL DE ALUMINIO 48"" (121.92 cm) STANLEY STHT42076-LA";Uni
169334;"CUCHILLA MULTIUSOS 9.1/2"" (24.1 cm) MILWAUKEE 48-22-1926";Uni
169342;"CAJA PLASTICA PARA HERRAMIENTAS PACKOUT 16"" (40.64 cm) MILWAUKEE 48-22-8422";Uni
169401;"CUBO PARA SENSOR DE OXIGENO 7/8x3/8"" (22.2x9.52 mm) PERFORMANCE TOOL W1267";Uni
169677;"SERRUCHO PARA CARPINTERO 20"" (50.80 cm) TACTIX 265125";Uni
169767;DESTORNILLADOR 11 EN 1 MILWAUKEE 48222760;Uni
169851;"CAJA PLASTICA PARA HERRAMIENTAS 16"" (40.64 cm) TACTIX 320111";Uni
169743;"TENAZA CORTE DIAGONAL 6"" (15.24 cm) 1000 V INSULADA TACTIX 201005";Uni
169760;"TENAZA CORTE DIAGONAL 8"" (20.32 cm) MILWAUKEE 48226108";Uni
169770;JUEGO DE MARCADOR INDUSTRIAL MILWAUKEE 48223106 S/4;JGO
169777;"CALIBRADOR PIE DE REY ACERO CARBONO 6"" (15.24 cm) TACTIX 245111";Uni
169853;JUEGO DE GUBIAS PARA TALLAR MADERA TACTIX 545283 S/6;JGO
169951;PORTAROLLO PARA PAPEL HIGIENICO PARA PARED DE ALUMINIO ID 22130;Uni
170519;MULTICONECTOR TANQUE DE AGUA CON VALVULA ROTOPLAS 310054;Uni
170672;"EMPAQUE ESPONJOSO PARA INODORO 2"" (50.8 mm)";Uni
170772;"SONDA PARA TUBERIA 1/4""X25' (6.35 mm x 7.62 m) 2564722";Uni
171233;KIT SOPORTE METALICOS Y SISTEMA CONTROL ROLLER BLINDS TUBO 28 mm 81396508;Uni
171967;BANCO PLASTICO 38.5x38x69.5 cm BAR CAFE RIMAX 7875-XP;Uni
172149;ORGANIZADOR PARA GAVETA 9X6X2 BLANCO RUBBERMAID 2916;Uni
165368;VASOS DESECHABLES 8OZ DOBLE PARED ;PQT
165369;VASOS DESECHABLES 12OZ DOBLE PARED ;PQT
165370;VASOS DESECHABLES 16OZ DOBLE PARED ;PQT
165371;TAPADERA PARA VASO DESECHABLE 8OZ NEGRA ;PQT
165376;SOBRES DE AZUCAR BLANCA;PQT
165377;SOBRES DE AZUCAR LIGHT;PQT
165379;SERVILLETAS ;PQT
165590;"PLACA DE REFUERZO TIPO T 4"" (10.16 cm) ZP NATIONAL N113-753 S/2";PAR
165875;"PROTECTOR DE FELPA ADHESIVA BEIGE 4.1/2X6"" (114.3 x 152.4 mm) 9950 S/2";PAR
166024;"BISAGRA ALCAYATE 2.1/2X2.1/2"" (6.35X6.35 cm) DORADA T1304-030";PAR
166544;"BISAGRA ALCAYATE ESTRECHA 1"" (25.4 mm) ZINC N141-606 S/2";PAR
168432;"BROCA DE TITANIO HEX 7/64""(2.778 mm) RED HELIX MILWAUKEE 48894604";PAR
174491;CEMENTO BLANCO PROGRESO 42.5 kg;Bls
172583;CEPILLO PARA BAÑOS Y PISOS SCOTCH BRITE 3M 7012491495;Uni
172661;CEPILLO PARA PLATOS PLASTICO 30.48 CM SIMPLE SPACE YB33273L;Uni
172710;"LIMPIADOR CON ESCURRIDOR PARA VENTANA 25.4 cm (10"") UNGER 8238180 S/2";JGO
173086;"CINTA DE CAUCHO AUTOFUSIONABLE SCOTCH 130C 3/4""X30' (19 mm x 9.10 m) 3M";RLL
170186;ALFOMBRA PARA BAÑO 69X39 cm ANIMALES 170485110 SURT;Uni
170312;"TUBO PARA CORTINA DE BAÑO 43-75"" (1.09 - 1.90 m) METÁLICO YORK 77101";Uni
170355;GANCHO PARA PARED DE ACERO INOX CROMADO ID 55070;Uni
170690;"RESUMIDERO PARA BAÑO CUADRADO PLASTICO CROMADO 3.93"" (10 cm) PC-162";Uni
170931;"TUBO ABASTO PARA LAVAMANO FLEX 1/2X3/8X20"" (12.7 x 9.52 mm x 50.8 cm)PLAST 48132";Uni
171606;PELICULA ADHESIVA PARA VIDRIO 60X200CM FROSTED STRIPES 80299847;RLL
172243;CAJA PLASTICA ORGANIZADORA 3.5 L TACTIX 320260;Uni
165046;PAPEL TOALLA 240 m HS BLANCO TORK 701544 S/2;PAR
165047;PAPEL TOALLA 270 m HS NATURAL ESTANDAR TORK 700191-6 S/2;PAR
165048;PAPEL HIGIENICO 250 m HD BLANCO JUMBO ESTD TORK 7290550 S/2;PAR
165049;PAPEL HIGIENICO 400 m HS BLANCO JUMBO ESTD TORK 701596-6 S/2;PAR
165125;"ZOCALO DE VINYL 4"" (101.6 mm x 36.5 m) GRIS 75499 MD 1' (0.304 m)";0.304 m
166127;"VELCRO PARA VINIL EN TIRAS NEGRO 3.5"" X 1-1/2"" (88.9 x 38.1 mm) 90850 S/2";PAR
168656;RPTO MILWAUKEE CONJUNTO CEPILLO CARBON 22-22-0043;PAR
173715;FOCO LED 40W LUZ BLANCA ALTA POTENCIA SYLVANIA ;Uni
173814;LAMPARA DE TRABAJO 12V 750lm TRUEVIEW MILWAUKEE 2353-20;Uni
173865;LAMPARA COLGANTE BRONCE ANTIGUO 5L E27 04858-3;Uni
174055;FOCO LED UFO 20W LUZ BLANCA SYLVANIA P23168-36;Uni
174383;BOQUILLEX UNIVERSAL ADOBE 2 kg CEMIX;Uni
174388;BOQUILLEX UNIVERSAL CAFÉ CLARO 2 kg CEMIX;Uni
174389;CEMENTO PARA CIZA CHAMPAGNE 2 kg BOQUILLEX UNIV CEMIX;Uni
174390;BOQUILLEX UNIVERSAL CHOCOLATE 2 kg CEMIX;Uni
174391;BOQUILLEX UNIVERSAL ESMERALDA 2 kg CEMIX;Uni
174392;BOQUILLEX UNIVERSAL GRAFITO 2 kg CEMIX;Uni
174397;BOQUILLEX UNIVERSAL PACÍFICO 2 kg CEMIX;Uni
174398;BOQUILLEX UNIVERSAL PLATA 2 kg CEMIX;Uni
174399;BOQUILLEX UNIVERSAL ROJO SALTILLO 2 kg CEMIX;Uni
174406;CEMENTO PARA CIZA CHOCOLATE 10 kg BOQUILLEX PLUS SIN ARENA;Uni
170356;GANCHO PARA PARED DE ACERO INOXIDABLE CAFE IDESIGN 5605928 S/2;PQT
174400;ADHESIVO Y NIVELADOR CAPA GRUESA GRIS 40 kg ;Bls
174550;ADHESIVO MULTIUSO BLANCO AMU INTERIOR/EXTERIOR20KG CEMIX;Bls
172286; CAJA ORGANIZADORA DE PLASTICO 6 L NATURAL RIMAX 4162-XP;Uni
172567;BASURERO PLASTICO PARA MANEJO DE RESIDUOS 100 L CON 3 COMPARTIMENTOS RIMAX 12205-XP;Uni
172568;BASURERO PLASTICO 50 LTS DOBLE CON TAPA NEGRO/VERDE RIMAX 12206-XP;Uni
172612;BASURERO OVALADO 49 L (52 QT) BLANCO ULTRA TOUCH STERILITE 10458004;Uni
172796;PAÑO DE MICROFIBRA SCOTCHBRITE 7011386313;Uni
172894;GAVETERO PARA ORGANIZAR DE PLASTICO 3 GAVETAS PEQUEÑO BLANCO RIMAX 7116-XP;Uni
173388;TOMA DOBLE GFCI 20A BLANCO RADIANT 2097W;Uni
174347;REPELLO GRIS INTERIOR/EXTERIOR 40 kg CEMIX;Uni
174790;HIDROMETRO PARA BATERIA LF-9100;Uni
174808;CABLE DE SEGURIDAD PARA MOTO 12 X 650 mm GOODYEAR 991-90135008;Uni
174857;DESENGRASANTE PARA CADENA DE BICICLETA 10 oz (283 g) WD-40;Uni
174916;ALFOMBRA PARA CARRO NEGRO GOODYEAR 991-423359 S/3;JGO
175041;FORRO PARA TIMON 37x38 cm NEGRO SWISS DRIVE 2506200;Uni
175042;FORRO PARA TIMON 37x38 cm NEGRO SWISS DRIVE 2506230;Uni
175057;AROMA PARA CARRO CON GRAPA BLACK ICE CTK-52731;Uni
175058;AROMA PARA CARRO CON GRAPA NEW CAR CTK-52733;Uni
175059;AROMA PARA CARRO CON GRAPA VAINILLA CTK-52732;Uni
175102;TERMINAL PARA BATERÍA GOODYEAR 991-GY1905920;Uni
175124;ASPIRADORA 1 gal (3.78 L) 120V 1.5HP STANLEY 2999516/SL18125P;Uni
175125;ASPIRADORA 2.5 gal (9.46 L) 120V 3HP STANLEY 2999515/SL18134P;Uni
175132;FILTRO SECO REUTILIZABLE CON ANILLO 5-18 gal (18.92-68.13 L) STANLEY 2999520/19-1500N;Uni
175133;BOLSA DE FILTRO 5-8 gal (18.92 - 30.28 L) STANLEY 2999523/19-3100N;JGO
175134;BOLSA DE FILTRO 9-12 gal (34 - 45.42 L) STANLEY 2999524/19-3101N;JGO
175135;FILTRO SECO REUTILIZABLE CON ANILLO STANLEY 2999522/08-2566B;Uni
175157;ESPEJO RETROVISOR PARA CARRO PUNTO CIEGO GOODYEAR 991-GY1905891;JGO
174407;CEMENTO PARA CIZA GRIS PERLA 10 kg BOQUILLEX PLUS SIN ARENA;Uni
174408;CEMENTO PARA CIZA ESMERALDA 10 kg BOQUILLEX PLUS SIN ARENA;Uni
174472;CEMENTO PARA CIZA BLANCO 10 kg BOQUILLEX PLUS SIN ARENA;Uni
174473;CEMENTO PARA CIZA GRIS PERLA 10 kg BOQUILLEX PLUS CON ARENA;Uni
174474;CEMENTO PARA CIZA NEGRO 10 kg BOQUILLEX PLUS CON ARENA;Uni
174768;ESPONJA PARA LAVAR CARRO 11802;Uni
174792;"CABLE DE BATERIA 36"" (91.44 cm) ROJO TRBC36-R";Uni
174793;"CABLE DE BATERIA 30"" (76.2 cm) NEGRO TRBC30-N";Uni
174807;COBERTOR PARA MOTO GOODYEAR XL GRIS AZUL 991-90143308;Uni
175068;LIMPIADOR PARA VIDRIO BUG WASH PRESTONE 3.78 L AS657;Uni
175160;CERA LIQUIDA EN SPRAY 16 oz (473 mL)FORMULA 1 615056;Uni
175166;CERA LIQUIDA PARA COLOR ROJO 16 oz (473 mL) FORMULA 1 613963;Uni
175169;COBERTOR PARA MOTO GOODYEAR L GRIS AZUL 991-90137974;Uni
175232;FRANELA CHAMOIS DE CUERO ARNOLD 85-120;Uni
175202;EMBUDO PLASTICO AZUL MID3516;Uni
175211;LIMPIADOR PARA CARBURADOR DE 14 oz (397 g) GUMOUT 800002231;Uni
175275;RUBBING FORMULA 1 SCRATCH OUT 8 OZ ( 227 g ) 613191;Uni
175342;RUBBING FORMULA 1 SCRATCH OUT 7 oz (207 mL) 613811/613813;Uni
175509;"INFLADOR MANUAL DOBLE QUICK 11.5"" NEGRO INTEX 69613";Uni
175577;"PELOTA PARA PLAYA GIGANTE 42"" PUNTOS DE COLOR INTEX 59065EP";Uni
175620;BASE PARA COLOCAR SOMBRILLAS 0827170;Uni
175634;SILBATO METALICO CON CORDEL PLATEADO COUGLANS 7735;Uni
175650;PISCINA INFLABLE CON ASPERSOR PARA NIÑOS 201x196x91 cm BALLENA INTEX 57440NP;Uni
175651;PISCINA INFLABLE HONGO PARA BEBE DE 1-3 AÑOS 102x89 cm 45 L INTEX 57114NP;Uni
175652;PISCINA INFLABLE CUADRADA PARA BEBE DE 1-3 AÑOS 85x23 cm 57 L INTEX 57100NP SURT;Uni
175661;INFLABLE PORTERIA CON PELOTA 1.24X0.84 m INTEX 58507NP;JGO
175662;FLOTADOR ARO DE BASCKETBALL PARA PSCINA CON PELOTA 58504NP S/2;JGO
175667;JUEGO DE MASCARA Y SNORKEL PARA ADULTO INTEX 55648;Uni
175669;FLOTADOR INFLABLE BALLENA PARA NIÑOS 3+ AÑOS 152x114 cm INTEX 58523NP;Uni
175677;COLCHON INFLABLE PARA NIÑO 0.88X1.57 m SURT INTEX 66803NP;Uni
175737;PISCINA INFLABLE CON ASIENTOS 229X66 cm 990 L INTEX 56475NP;Uni
175750;FLOTADOR INFLABLE PARA BEBE DE 1-2 AÑOS INTEX 59586 SURT;Uni
175768;FLOTADOR INFLABLE MINI VARIOS DISEÑOS INTEX 58590 SURT (9);Uni
